"snpId","chrId","positionBp","positionCM","C57BL.6J.Chr1PWD.ForeJ","C57BL.6J.Chr2PWD.ForeJ","C57BL.6J.Chr3PWD.ForeJ","C57BL.6J.Chr4PWD.ForeJ","C57BL.6J.Chr5PWD.ForeJ","C57BL.6J.Chr6PWD.ForeJ","C57BL.6J.Chr7PWD.ForeJ","C57BL.6J.Chr8PWD.ForeJ","C57BL.6J.Chr9PWD.ForeJ","C57BL.6J.Chr10.1PWD.ForeJ","C57BL.6J.Chr10.2PWD.ForeJ","C57BL.6J.Chr10.3PWD.ForeJ","C57BL.6J.Chr11.1PWD.ForeJ","C57BL.6J.Chr11.2PWD.ForeJ","C57BL.6J.Chr11.3PWD.ForeJ","C57BL.6J.Chr12PWD.ForeJ","C57BL.6J.Chr13PWD.ForeJ","C57BL.6J.Chr14PWD.ForeJ","C57BL.6J.Chr16PWD.ForeJ","C57BL.6J.Chr18PWD.ForeJ","C57BL.6J.Chr19PWD.ForeJ","C57BL.6J.ChrX.1PWD.ForeJ","C57BL.6J.ChrX.2PWD.ForeJ","C57BL.6J.ChrX.3PWD.ForeJ","C57BL.6J.ChrYPWD.ForeJ","C57BL.6J.ChrMTPWD.ForeJ","C57BL.6J","PWD","C57BL.6J.Chr15PWD.ForeJ","C57BL.6J.Chr17PWD.ForeJ","mm10positionBp"
"JAX00548055","4",33538285,14.8643,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",33451310
"JAX00117662","4",33977008,15.8648,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",33890033
"JAX00117735","4",34948296,16.8827,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",35001047
"JAX00117798","4",35789360,17.895,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",35842119
"JAX00117854","4",36547430,18.9195,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",36600397
"JAX00117988","4",38373653,19.9306,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",38426620
"JAX00118187","4",41058425,20.9755,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",41111392
"JAX00118233","4",41662115,21.9807,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",41715083
"JAX00549012","4",43034842,22.9822,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",43021970
"JAX00118445","4",45448573,24.0204,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",45435701
"JAX00118534","4",46631054,25.0815,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",46618182
"JAX00550288","4",48190270,26.0816,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",48177398
"JAX00223362","4",49894505,27.0883,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",49881633
"JAX00550897","4",52218449,28.098,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",52205577
"JAX00551239","4",54242927,29.1154,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",54230055
"JAX00551520","4",55691618,30.1724,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",55678746
"JAX00551684","4",56288403,31.1839,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",56275531
"JAX00552115","4",58412371,32.1866,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",58399499
"JAX00552493","4",62227475,33.1905,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",62566441
"JAX00553055","4",64981797,34.208,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",65320763
"JAX00120139","4",69082560,35.2091,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",69421526
"JAX00120525","4",74299895,36.3075,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",74653991
"JAX00120635","4",75771664,37.3163,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",76125760
"JAX00121033","4",81077988,38.3182,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",81432084
"JAX00555853","4",82250309,39.3543,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",82604405
"JAX00556671","4",85759992,40.3834,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",86114088
"JAX00557040","4",87723824,41.384,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",88077920
"JAX00557663","4",90933018,42.3886,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",91266327
"JAX00122072","4",94975946,43.4201,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",95309255
"JAX00558708","4",95963166,44.4378,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",96296475
"JAX00558918","4",97264806,45.4641,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",97598115
"JAX00559752","4",100943674,46.4788,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",101271069
"JAX00122666","4",102908341,47.5073,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",103235736
"JAX00560577","4",104403872,48.5529,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",104731267
"JAX00561108","4",106052058,49.5593,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",106379453
"JAX00123061","4",108160919,50.5758,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",108488314
"JAX00562462","4",113989351,51.5808,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",114316746
"JAX00562585","4",114467980,52.6056,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",114795375
"JAX00563121","4",117501833,53.6095,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",117829228
"JAX00224629","4",117955227,54.612,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",118282622
"JAX00563767","4",119788086,55.6346,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",120115481
"JAX00123956","4",120590787,56.6488,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",120918182
"JAX00564497","4",123889812,57.7116,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",124212569
"JAX00564909","4",125093046,58.7458,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",125415802
"JAX00565165","4",125694775,59.7589,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",126017531
"JAX00565238","4",126114727,60.7717,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",126437483
"JAX00565788","4",127852486,61.7759,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",128175242
"JAX00566115","4",128756001,62.8061,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",129078757
"JAX00566476","4",130405824,63.8066,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",130849909
"JAX00124768","4",132094953,65.5244,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",132539038
"JAX00567357","4",133827307,66.5253,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",134271392
"JAX00224942","4",134957504,67.5597,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",135401589
"JAX00125056","4",135924405,68.5729,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",136368490
"JAX00568185","4",136729586,69.5778,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",137173671
"JAX00568547","4",138730724,70.5794,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",139174809
"JAX00125368","4",140108275,71.6384,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",140552360
"JAX00568887","4",140382306,72.6733,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",140826391
"JAX00125425","4",140858826,73.6757,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",141302911
"JAX00569065","4",141359682,74.751,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",141803767
"JAX00125520","4",142159244,75.7762,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",142569341
"JAX00569538","4",142679273,76.796,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",143089370
"JAX00125600","4",143208685,77.8178,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",143618782
"JAX00125884","4",148018463,78.8182,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",148644354
"JAX00570549","4",149286672,80.494,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",149912563
"JAX00570769","4",150204349,81.4978,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",150830240
"JAX00126081","4",150644666,82.5086,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",151270557
"JAX00571403","4",152406165,83.5102,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",153032056
"JAX00126317","4",153790018,84.5918,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",154415909
"JAX00571953","4",154285338,85.754,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",154911229
"JAX00572116","4",155015481,86.8037,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",155641372
"JAX00572149","4",155252756,87.658,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",155878647
"JAX00572213","5",3073698,1.8179,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",3073698
"JAX00572700","5",5303231,2.8219,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",5303231
"JAX00127053","5",11396738,3.8491,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",11396738
"JAX00127193","5",13628140,4.8676,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",13628140
"JAX00574376","5",14245207,5.9082,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",14245207
"JAX00127355","5",15932647,6.9116,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",16426829
"JAX00574769","5",16559159,7.9217,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",17053341
"JAX00575329","5",19308700,8.9255,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",19802882
"JAX00575683","5",21088392,9.9314,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",21582574
"JAX00576359","5",23825089,10.9369,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",24319271
"JAX00576537","5",24407673,11.95,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",24901855
"JAX00576979","5",27324930,12.9511,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",26998390
"JAX00128232","5",28538768,14.0309,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",28212228
"JAX00128329","5",29815112,15.0494,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",29488572
"JAX00128378","5",30495712,16.0689,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",30169172
"JAX00577849","5",31424321,17.0702,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",31121948
"JAX00578579","5",35594545,18.0746,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",35251896
"JAX00578813","5",36276958,19.0851,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",35934309
"JAX00579220","5",37702722,20.1057,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",37311483
"JAX00579656","5",39978029,21.1161,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",39586790
"JAX00579854","5",41228671,22.1201,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",40837432
"JAX00580140","5",42627987,23.1368,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",42236748
"JAX00580580","5",44490103,24.137,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",44098864
"JAX00129526","5",46004717,25.1542,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",45613478
"JAX00581361","5",48605312,26.165,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",48214073
"JAX00582238","5",52229411,27.1661,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",51838172
"JAX00582449","5",52895768,28.1819,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",52504529
"JAX00130111","5",53793641,29.1966,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",53402402
"JAX00226369","5",55174173,30.1967,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",54782934
"JAX00130427","5",58005572,31.3123,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",57614333
"JAX00584213","5",63487761,32.3282,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",63096522
"JAX00584538","5",65140536,33.4744,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",64749297
"JAX00131080","5",66718217,34.5029,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",66326978
"JAX00584899","5",66987995,35.5394,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",66596756
"JAX00131208","5",68411887,36.5763,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",68020648
"JAX00226727","5",71333719,37.58,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",70942480
"JAX00585739","5",73720262,38.5947,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",73329023
"JAX00586379","5",76112729,39.6105,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",75716704
"JAX00226851","5",76644019,40.6348,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",76214994
"JAX00586685","5",77723633,41.6404,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",77294608
"JAX00132226","5",82010889,42.661,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",81581864
"JAX00588052","5",88916311,43.664,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",88487286
"JAX00588382","5",90880003,44.6827,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",90450977
"JAX00588691","5",92425265,45.7017,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",91996239
"JAX00588763","5",92828560,46.7066,"B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",92399534
